ID,Product ID,Name,Category,Unit,Price,Currency,Location,Date,Source,Variation,URL,Image
"demo_vegetables_131_1755943625605","demo_vegetables_131","Céleri Conventionnel","vegetables","piece",1.65,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/céleri-conventionnel","https://example.com/images/céleri.jpg"
"demo_vegetables_132_1755943625605","demo_vegetables_132","Céleri France","vegetables","piece",2.03,"EUR","France","2025-08-23","demo","France","https://example.com/product/céleri-france","https://example.com/images/céleri.jpg"
"demo_vegetables_133_1755943625605","demo_vegetables_133","Radis Bio","vegetables","kg",2.01,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/radis-bio","https://example.com/images/radis.jpg"
"demo_vegetables_134_1755943625605","demo_vegetables_134","Radis Conventionnel","vegetables","kg",1.9,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/radis-conventionnel","https://example.com/images/radis.jpg"
"demo_vegetables_135_1755943625605","demo_vegetables_135","Radis France","vegetables","kg",1.98,"EUR","France","2025-08-23","demo","France","https://example.com/product/radis-france","https://example.com/images/radis.jpg"
"demo_vegetables_136_1755943625605","demo_vegetables_136","Betterave Bio","vegetables","kg",2.13,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/betterave-bio","https://example.com/images/betterave.jpg"
"demo_vegetables_137_1755943625605","demo_vegetables_137","Betterave Conventionnel","vegetables","kg",2.4,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/betterave-conventionnel","https://example.com/images/betterave.jpg"
"demo_vegetables_138_1755943625605","demo_vegetables_138","Betterave France","vegetables","kg",2.63,"EUR","France","2025-08-23","demo","France","https://example.com/product/betterave-france","https://example.com/images/betterave.jpg"
"demo_vegetables_139_1755943625605","demo_vegetables_139","Navet Bio","vegetables","kg",1.94,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/navet-bio","https://example.com/images/navet.jpg"
"demo_vegetables_140_1755943625605","demo_vegetables_140","Navet Conventionnel","vegetables","kg",1.88,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/navet-conventionnel","https://example.com/images/navet.jpg"
"demo_vegetables_141_1755943625605","demo_vegetables_141","Navet France","vegetables","kg",1.58,"EUR","France","2025-08-23","demo","France","https://example.com/product/navet-france","https://example.com/images/navet.jpg"
"demo_vegetables_142_1755943625605","demo_vegetables_142","Pomme de Terre Bio","vegetables","kg",1.39,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/pomme-de-terre-bio","https://example.com/images/pomme-de-terre.jpg"
"demo_vegetables_143_1755943625605","demo_vegetables_143","Pomme de Terre Conventionnel","vegetables","kg",1.22,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/pomme-de-terre-conventionnel","https://example.com/images/pomme-de-terre.jpg"
"demo_vegetables_144_1755943625605","demo_vegetables_144","Pomme de Terre France","vegetables","kg",1.62,"EUR","France","2025-08-23","demo","France","https://example.com/product/pomme-de-terre-france","https://example.com/images/pomme-de-terre.jpg"
"demo_vegetables_145_1755943625605","demo_vegetables_145","Patate Douce Bio","vegetables","kg",3.02,"EUR","France","2025-08-23","demo","Bio","https://example.com/product/patate-douce-bio","https://example.com/images/patate-douce.jpg"
"demo_vegetables_146_1755943625605","demo_vegetables_146","Patate Douce Conventionnel","vegetables","kg",2.7,"EUR","France","2025-08-23","demo","Conventionnel","https://example.com/product/patate-douce-conventionnel","https://example.com/images/patate-douce.jpg"
"demo_vegetables_147_1755943625605","demo_vegetables_147","Patate Douce États-Unis","vegetables","kg",2.42,"EUR","France","2025-08-23","demo","États-Unis","https://example.com/product/patate-douce-états-unis","https://example.com/images/patate-douce.jpg"
